branch,phi1_a,phi2_a,phi1_b,phi2_b,length
1,0.15824315052687682,0.3701971421229632,0.15907931331226977,0.371302549493193,0.001386035229651311
1,0.1583680862695855,0.3703638120701942,0.15895339967638206,0.3711375976400797,0.0009702246607558499
1,0.15845561516876244,0.37048026283088015,0.15886533435321845,0.3710219128804136,0.0006791572618111893
1,0.15851698293025723,0.3705617525601478,0.15880378630455286,0.3709409076362714,0.0004754100832519959
1,0.15856010887734429,0.370618942320961,0.15876087125541233,0.3708843508620985,0.0003327870582764099
1,0.1585909285183339,0.37065977284450763,0.1587314622949648,0.3708455587382979,0.00023295094055527608
1,0.1586102852645498,0.37068540483320145,0.15870865870975273,0.370815455107568,0.0001630656572792644
1,0.15862916627994636,0.37071038628671,0.1586980280068418,0.37080142121099013,0.0001141459367201166
1,0.158629468556324,0.37071079075325336,0.15868979608337946,0.3707905440770211,0.0001000000158631495
1,0.15862947083486087,0.37071079376576577,0.15868979835250552,0.3707905470767618,9.999999999996813e-05
