code,wall_affinity,side,phi1_inf,phi2_inf,nearest_binodal_phi1,nearest_binodal_phi2,distance,signed_distance,tolerance,classification
m0p1,-0.1,weak,0.17083586338345877,0.18446892230576442,0.17121174266083697,0.18399750156152406,0.0006029284777338817,0.0005788107529661737,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.1711286690253488,0.1849699248120301,0.17176764522173643,0.18510930668332293,0.0006540014415848876,0.0004362997817570743,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.17143683247481506,0.18547092731829576,0.17176764522173643,0.18510930668332293,0.0004901087197386079,0.0004788454743956559,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1717244688861051,0.18597192982456143,0.17232354778263587,0.18566520924422236,0.0006730327173860546,0.0006641355891179678,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.1720259262717941,0.18647293233082707,0.17232354778263587,0.18566520924422236,0.0008608107506008288,0.0007191896091163172,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.17232334869831273,0.18697393483709274,0.1728794503435353,0.1862211118051218,0.0009359442062885857,0.0008885744486985962,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.17261911991242052,0.1874749373433584,0.17343535290443474,0.18733291692692067,0.0008284962860131816,0.0007485959223218761,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.17292500012889542,0.18797593984962407,0.17343535290443474,0.18733291692692067,0.0008209375339346581,0.0007902610629756674,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.17321618410628903,0.18847694235588974,0.17399125546533417,0.1878888194878201,0.0009729461031108273,0.0009723426481364531,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.17351900678949359,0.1889779448621554,0.1745471580262336,0.189000624609619,0.0010284013499383632,0.0008200970316805887,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.17381656530280146,0.18947894736842105,0.1745471580262336,0.189000624609619,0.000873245892701484,0.0008726992680266118,0.00111180512179887,boundary_tolerance
