stage,rel,chi_12,chi_13,chi_23,omega_1,omega_2,chi_bb_11,chi_bb_22,chi_bb_12,pw_length,dist_mean,n_points,n_segments,gap_total,full_length,dist_max,dist_min,residual_rms,pca_span,n_branch,is_single,flag
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_0__chibb22_m0p05__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,0.0,-0.05,0.0,0.13608913,0.01566268,377,1,0.0,0.13608913,0.0205399,0.00193268,0.00324937,0.13406825,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_0__chibb22_m0p1__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,0.0,-0.1,0.0,0.12914341,0.01763643,360,1,0.0,0.12914341,0.02240649,0.00192305,0.00303107,0.12729137,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_0p025__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,0.025,0.0,0.0,0.14460687,0.01323683,399,1,0.0,0.14460687,0.01796574,0.00128427,0.00354323,0.14237705,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_0p05__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,0.05,0.0,0.0,0.16446845,0.01240587,409,1,0.0,0.16446845,0.01695374,0.00010245,0.00384112,0.14409727,6,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_0p1__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,0.1,0.0,0.0,0.16416681,0.0108693,417,1,0.0,0.16416681,0.01520578,0.00029895,0.00391003,0.14723712,3,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_m0p025__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,-0.025,0.0,0.0,0.14088046,0.0142959,387,1,0.0,0.14088046,0.02023111,0.00024762,0.00323621,0.13887769,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_m0p05__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,-0.05,0.0,0.0,0.13902502,0.01480693,380,1,0.0,0.13902502,0.02150676,0.00011335,0.00304783,0.13715678,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p45__om2_m0p3/chibb11_m0p1__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.45,-0.3,-0.1,0.0,0.0,0.13544697,0.01562301,368,1,0.0,0.13544697,0.0243389,0.00066344,0.0026885,0.13387532,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p46__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.46,-0.3,0.0,0.0,0.0,0.14228348,0.01407949,391,1,0.0,0.14228348,0.01960111,0.00134985,0.00341176,0.14010496,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p47__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.47,-0.3,0.0,0.0,0.0,0.14181786,0.01434992,389,1,0.0,0.14181786,0.0201443,0.00076413,0.00342583,0.13958784,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p48__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.48,-0.3,0.0,0.0,0.0,0.14135468,0.01457886,388,1,0.0,0.14135468,0.02069363,0.00019985,0.00345778,0.13907647,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p49__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.49,-0.3,0.0,0.0,0.0,0.14089481,0.01484218,386,1,0.0,0.14089481,0.02125022,0.0003256,0.00346887,0.13856776,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.4,-0.3,0.0,0.0,0.0,0.16231667,0.01207656,406,1,0.0,0.16231667,0.01634067,0.00019179,0.003453,0.14325468,5,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p6/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.4,-0.6,0.0,0.0,0.0,0.01202278,0.00306245,9,1,0.0,0.01202278,0.00545969,0.00022743,4.616e-05,0.01201434,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p7/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.4,-0.7,0.0,0.0,0.0,0.00590381,0.00212474,5,1,0.0,0.00590381,0.0033784,0.00074245,2.262e-05,0.00590013,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p8/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.4,-0.8,0.0,0.0,0.0,0.00199396,0.00333717,4,1,0.0,0.00199396,0.00383652,0.00281795,1.333e-05,0.00199233,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p4__om2_m1p1/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.4,-1.1,0.0,0.0,0.0,0.00108332,0.00085906,2,1,0.0,0.00108332,0.00139906,0.00031905,0.0,0.00108332,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p4__om2_m1p2/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.4,-1.2,0.0,0.0,0.0,0.0,0.00053216,1,1,0.0,0.0,0.00053216,0.00053216,0.0,0.0,1,0,too_few_points
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p51__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.51,-0.3,0.0,0.0,0.0,0.13998558,0.01383751,292,1,0.0,0.13998558,0.02236511,0.00057392,0.0034452,0.13756842,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,0.0,0.13953555,0.01185851,217,1,0.0,0.13953555,0.02288721,0.00014071,0.00323829,0.1370925,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_0p05,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,0.05,0.13912099,0.01323864,291,1,0.0,0.13912099,0.02128821,0.00010108,0.00294665,0.13732413,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_0p1,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,0.1,0.13875718,0.01314042,342,1,0.0,0.13875718,0.01969497,0.00010843,0.0025193,0.13751439,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_0p2,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,0.2,0.1608484,0.0115599,388,1,0.0,0.1608484,0.01677174,0.00013289,0.00189135,0.13775473,7,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_m0p05,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,-0.05,0.12113531,0.01158773,194,2,0.01883729,0.1399726,0.02452949,0.00023679,0.00348114,0.13679172,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_m0p1,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,-0.1,0.09753361,0.01067043,148,2,0.04271528,0.14024889,0.02500163,0.00037792,0.00375783,0.13643708,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0__chibb12_m0p2,0.0,2.8,2.6,-0.52,-0.3,0.0,0.0,-0.2,0.08129389,0.01061103,109,2,0.05932742,0.14062131,0.02594062,0.00078585,0.00419171,0.13549923,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0p025__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,0.025,0.0,0.14261341,0.01182634,243,1,0.0,0.14261341,0.02237176,0.0001404,0.00332513,0.14014928,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0p05__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,0.05,0.0,0.17313235,0.0116085,286,1,0.0,0.17313235,0.02194391,0.0001401,0.00367086,0.14272528,9,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_0p1__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,0.1,0.0,0.23006847,0.01033667,367,1,0.0,0.23006847,0.02116387,7.536e-05,0.00359395,0.1437914,31,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_m0p025__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,-0.025,0.0,0.13619117,0.01263619,214,1,0.0,0.13619117,0.02342281,0.00014102,0.00301924,0.13378019,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_m0p05__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,-0.05,0.0,0.13269351,0.01328786,191,1,0.0,0.13269351,0.02396585,0.00014133,0.00305908,0.13034361,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0__chibb22_m0p1__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.0,-0.1,0.0,0.09006347,0.01537463,171,2,0.03542024,0.12548371,0.0255083,0.00014198,0.00277267,0.1233551,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0p025__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.025,0.0,0.0,0.1414039,0.0124313,251,1,0.0,0.1414039,0.02166348,0.00030089,0.0034865,0.13880139,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0p05__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.05,0.0,0.0,0.14327999,0.01297939,289,1,0.0,0.14327999,0.02055359,0.0017944,0.00380371,0.14053768,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_0p1__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,0.1,0.0,0.0,0.14693202,0.01319287,378,1,0.0,0.14693202,0.01851608,0.00016366,0.00414219,0.14398424,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_m0p025__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,-0.025,0.0,0.0,0.13769942,0.01174804,209,1,0.0,0.13769942,0.02418589,0.00012315,0.00297013,0.13542364,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_m0p05__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,-0.05,0.0,0.0,0.13591589,0.01181861,198,1,0.0,0.13591589,0.02557796,0.00062455,0.00289588,0.13381727,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p52__om2_m0p3/chibb11_m0p1__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.52,-0.3,-0.1,0.0,0.0,0.11527172,0.01172735,181,2,0.01727877,0.13255049,0.02818989,0.00018403,0.00238129,0.13081659,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p53__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.53,-0.3,0.0,0.0,0.0,0.09712019,0.01017945,172,2,0.04184788,0.13896806,0.0214798,0.00099913,0.00272414,0.13661253,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p54__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.54,-0.3,0.0,0.0,0.0,0.074773,0.00919621,135,2,0.06343454,0.13820754,0.02021238,0.0009626,0.00242924,0.13613536,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p55__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.55,-0.3,0.0,0.0,0.0,0.06198618,0.00885208,114,2,0.07550562,0.1374918,0.0186993,0.00042576,0.00222715,0.13566252,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p56__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.56,-0.3,0.0,0.0,0.0,0.0516508,0.0086661,97,2,0.08512235,0.13677315,0.01718924,0.00033167,0.00202923,0.13519594,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p57__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.57,-0.3,0.0,0.0,0.0,0.04429216,0.00864816,82,2,0.09180785,0.13610001,0.01604835,0.00119661,0.00183052,0.13473627,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p58__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.58,-0.3,0.0,0.0,0.0,0.03823887,0.00859632,74,2,0.09720037,0.13543924,0.01519287,0.00114986,0.00166412,0.13428302,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p59__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.59,-0.3,0.0,0.0,0.0,0.03038341,0.00854248,63,2,0.10433509,0.13471851,0.01356748,0.00064825,0.00139794,0.13383793,2,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p17/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.17,0.0,0.0,0.0,0.19292047,0.00981787,440,1,0.0,0.19292047,0.01742294,9.265e-05,0.00310052,0.14467911,30,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p18/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.18,0.0,0.0,0.0,0.1937298,0.01009963,442,1,0.0,0.1937298,0.01770108,8.669e-05,0.0032008,0.14477336,28,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p19/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.19,0.0,0.0,0.0,0.19466857,0.01039131,442,1,0.0,0.19466857,0.01799372,9.266e-05,0.00330264,0.14486937,28,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p2/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.2,0.0,0.0,0.0,0.19364377,0.01080151,437,1,0.0,0.19364377,0.01829035,0.00010116,0.00343139,0.14497554,24,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p21/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.21,0.0,0.0,0.0,0.18741007,0.0114689,424,1,0.0,0.18741007,0.01861228,0.00011918,0.00336044,0.14488346,13,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p22/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.22,0.0,0.0,0.0,0.14640236,0.01242981,399,1,0.0,0.14640236,0.01893153,0.0001176,0.00298672,0.14467599,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p23/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.23,0.0,0.0,0.0,0.14595029,0.0127468,398,1,0.0,0.14595029,0.01926068,0.00011601,0.00306222,0.14415095,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p24/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.24,0.0,0.0,0.0,0.14532296,0.01306063,396,1,0.0,0.14532296,0.01960574,0.00011439,0.00312974,0.14344446,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p25/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.25,0.0,0.0,0.0,0.14461261,0.01338729,395,1,0.0,0.14461261,0.01994135,0.00011278,0.00319811,0.1426517,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p26/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.26,0.0,0.0,0.0,0.14384629,0.01371433,393,1,0.0,0.14384629,0.02030547,0.00011118,0.00325971,0.14180356,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p27/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.27,0.0,0.0,0.0,0.14303771,0.01404942,390,1,0.0,0.14303771,0.02067798,0.0001096,0.00331266,0.14091392,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p28/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.28,0.0,0.0,0.0,0.14219641,0.01439246,388,1,0.0,0.14219641,0.02103707,0.00010807,0.00336915,0.13998935,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p29/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.29,0.0,0.0,0.0,0.14132763,0.0147413,386,1,0.0,0.14132763,0.02141731,0.0001066,0.00342401,0.13903685,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,0.0,0.14043857,0.01483961,365,1,0.0,0.14043857,0.02180813,0.00010521,0.00347425,0.13806406,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_0p05,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,0.05,0.14001846,0.01416876,384,1,0.0,0.14001846,0.02014375,0.00015199,0.00299999,0.13829554,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_0p1,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,0.1,0.16687005,0.01302598,390,1,0.0,0.16687005,0.01851419,0.00019679,0.00281771,0.13847241,10,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_0p2,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,0.2,0.1573634,0.0109763,390,1,0.0,0.1573634,0.01548623,0.00023455,0.00187874,0.1386966,7,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_m0p05,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,-0.05,0.14090091,0.01505977,325,1,0.0,0.14090091,0.02347867,0.00012736,0.00396368,0.13777867,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_m0p1,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,-0.1,0.14138273,0.01476291,270,1,0.0,0.14138273,0.02516286,0.00024489,0.00453944,0.13743177,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_m0p2,0.0,2.8,2.6,-0.5,-0.3,0.0,0.0,-0.2,0.1423416,0.01489232,227,1,0.0,0.1423416,0.0284973,0.00052769,0.00552741,0.13651524,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0p025__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,0.025,0.0,0.14349291,0.01414966,375,1,0.0,0.14349291,0.02127141,0.00010533,0.00350411,0.14109708,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0p05__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,0.05,0.0,0.14607569,0.01362733,392,1,0.0,0.14607569,0.02077927,0.00010545,0.00351515,0.14368125,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0p1__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,0.1,0.0,0.24144297,0.01111693,455,1,0.0,0.24144297,0.01995475,7.255e-05,0.00373451,0.14468507,36,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_m0p025__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,-0.025,0.0,0.1371189,0.01553154,347,1,0.0,0.1371189,0.02240516,0.00010509,0.00340952,0.13478597,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_m0p05__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,-0.05,0.0,0.13365018,0.01626686,328,1,0.0,0.13365018,0.02307613,0.00010497,0.00335575,0.13137738,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_m0p1__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.0,-0.1,0.0,0.12656355,0.01819048,311,1,0.0,0.12656355,0.0246507,0.00010473,0.00317672,0.12445754,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0p025__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.025,0.0,0.0,0.14231261,0.01455998,384,1,0.0,0.14231261,0.02062504,0.00101293,0.0036393,0.13979762,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0p05__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.05,0.0,0.0,0.14418116,0.01415703,396,1,0.0,0.14418116,0.01951955,0.00265184,0.00380014,0.14154569,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0p1__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,0.1,0.0,0.0,0.14863825,0.01275184,410,2,0.01610565,0.16474391,0.01755872,0.00053638,0.00414487,0.14495491,4,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_m0p025__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,-0.025,0.0,0.0,0.13858571,0.01468535,322,1,0.0,0.13858571,0.0230832,0.00124541,0.00326717,0.13636468,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_m0p05__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,-0.05,0.0,0.0,0.13677611,0.01480344,301,1,0.0,0.13677611,0.02444613,0.00129528,0.0030636,0.13471784,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_m0p1__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.3,-0.1,0.0,0.0,0.13334668,0.01481047,264,1,0.0,0.13334668,0.0271365,0.00033289,0.00267856,0.13163244,1,1,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p31/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.31,0.0,0.0,0.0,0.13953353,0.01412258,296,1,0.0,0.13953353,0.02218268,0.00010393,0.0034634,0.13707623,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p32/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.32,0.0,0.0,0.0,0.13861488,0.0132474,241,1,0.0,0.13861488,0.02257447,0.00010278,0.0033924,0.1360759,1,0,
chi12_0__chi13_2p8__chi23_2p6,chi12_0__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p33/chibb11_0__chibb22_0__chibb12_0,0.0,2.8,2.6,-0.5,-0.33,0.0,0.0,0.0,0.1092595,0.01161374,185,2,0.02838957,0.13764907,0.0226223,0.00010179,0.00290741,0.13506642,2,0,
