stage,rel,chi_12,chi_13,chi_23,omega_1,omega_2,chi_bb_11,chi_bb_22,chi_bb_12,pw_length,dist_mean,n_points,n_segments,gap_total,full_length,dist_max,dist_min,residual_rms,pca_span,n_branch,is_single,flag
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p44__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.44,-0.42,0.0,0.0,0.0,0.03424629,0.01327398,27,2,0.09648487,0.13073116,0.01891889,0.01033077,0.00442463,0.11538352,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p44__om2_m0p44/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.44,-0.44,0.0,0.0,0.0,0.03015041,0.01434042,24,2,0.09749965,0.12765005,0.01890688,0.01223234,0.00392101,0.11411981,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p44__om2_m0p46/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.44,-0.46,0.0,0.0,0.0,0.02470949,0.0156099,15,2,0.09944915,0.12415864,0.01928875,0.01247286,0.00378635,0.11284141,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p44__om2_m0p48/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.44,-0.48,0.0,0.0,0.0,0.01927581,0.01639453,13,2,0.10173152,0.12100734,0.02086445,0.012355,0.00352572,0.11153901,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p44__om2_m0p5/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.44,-0.5,0.0,0.0,0.0,0.01512477,0.01743545,9,2,0.10221108,0.11733585,0.02246833,0.01229984,0.00305755,0.10981108,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.3,0.0,0.0,0.0,0.22900454,0.00780677,152,2,0.09544436,0.3244489,0.05110095,0.00017544,0.02741568,0.2024374,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p32/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.32,0.0,0.0,0.0,0.15941528,0.00465743,92,3,0.12095795,0.28037323,0.02045234,0.00021711,0.03300544,0.16227482,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p34/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.34,0.0,0.0,0.0,0.10632695,0.00667075,59,4,0.16826816,0.27459511,0.02758008,0.00040315,0.03883543,0.15771703,6,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p36/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.36,0.0,0.0,0.0,0.0477768,0.00986747,33,3,0.22024056,0.26801736,0.02043439,0.00177244,0.0386133,0.11744031,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p38/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.38,0.0,0.0,0.0,0.03432815,0.01179313,27,2,0.09858851,0.13291667,0.02042434,0.00648059,0.00481604,0.11663644,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.4,0.0,0.0,0.0,0.03018993,0.01310247,23,2,0.0990826,0.12927253,0.02041355,0.00830573,0.00410129,0.1154125,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.42,0.0,0.0,0.0,0.02881322,0.01414422,19,2,0.09855312,0.12736634,0.02040197,0.0102105,0.00400315,0.1141246,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p44/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.44,0.0,0.0,0.0,0.02470949,0.01549805,15,2,0.09944915,0.12415864,0.0203896,0.01211874,0.00378635,0.11284141,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p46/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.46,0.0,0.0,0.0,0.02197703,0.01710743,12,2,0.09964226,0.12161929,0.0203764,0.01424669,0.0034129,0.11158277,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p48/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.48,0.0,0.0,0.0,0.00970917,0.01899549,9,2,0.10536909,0.11507825,0.02085104,0.01742036,0.00152671,0.11031938,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p46__om2_m0p5/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.46,-0.5,0.0,0.0,0.0,0.00971187,0.019926,9,2,0.10411802,0.11382988,0.02245515,0.01735473,0.00151967,0.10907954,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.3,0.0,0.0,0.0,0.20141681,0.00445904,117,3,0.12709524,0.32851205,0.04834643,0.0001921,0.02793848,0.20097958,8,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p32/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.32,0.0,0.0,0.0,0.133681,0.00493375,78,3,0.1442724,0.2779534,0.02198574,0.00042498,0.03281372,0.15887015,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p34/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.34,0.0,0.0,0.0,0.07351681,0.00746392,38,5,0.20829379,0.2818106,0.02197716,0.00050368,0.04219614,0.16206708,5,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p36/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.36,0.0,0.0,0.0,0.03306835,0.0105473,25,2,0.10049625,0.1335646,0.02196789,0.00458605,0.00532093,0.11660801,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p38/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.38,0.0,0.0,0.0,0.02891476,0.01151376,21,2,0.10101237,0.12992713,0.0219579,0.00634438,0.0047509,0.11537804,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.4,0.0,0.0,0.0,0.02613707,0.01288455,18,2,0.10068753,0.1268246,0.02194718,0.0081763,0.00412432,0.11412253,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.42,0.0,0.0,0.0,0.02067045,0.01481041,15,2,0.10259135,0.1232618,0.02193569,0.01008355,0.00349332,0.11283458,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p44/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.44,0.0,0.0,0.0,0.01927581,0.01631271,13,2,0.10173152,0.12100734,0.02192343,0.01200189,0.00352572,0.11153901,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p46/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.46,0.0,0.0,0.0,0.00970917,0.01906728,9,2,0.10536909,0.11507825,0.02191036,0.01648327,0.00152671,0.11031938,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p48/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.48,0.0,0.0,0.0,0.0110793,0.01956048,10,2,0.10334256,0.11442185,0.02189645,0.01759169,0.00166995,0.10904222,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p48__om2_m0p5/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.48,-0.5,0.0,0.0,0.0,0.01108104,0.02039167,10,2,0.10208934,0.11317037,0.02244113,0.01834084,0.0016698,0.10778583,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.3,0.0,0.0,0.0,0.25494,0.01191579,176,2,0.08606284,0.34100283,0.06166902,0.00015349,0.02920245,0.21252381,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p32/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.32,0.0,0.0,0.0,0.20134687,0.01239444,157,3,0.13353226,0.33487913,0.05673354,9.188e-05,0.02970802,0.20825846,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p34/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.34,0.0,0.0,0.0,0.18213838,0.01252449,147,3,0.1547952,0.33693358,0.05417706,6.657e-05,0.02985181,0.20755684,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p36/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.36,0.0,0.0,0.0,0.14620646,0.01411568,124,4,0.18644826,0.33265471,0.05127446,4.182e-05,0.0301215,0.20382683,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p38/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.38,0.0,0.0,0.0,0.13459294,0.01060261,78,3,0.20926754,0.34386048,0.05007763,8.351e-05,0.03586119,0.20264814,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.4,0.0,0.0,0.0,0.07068447,0.00981664,36,3,0.2285109,0.29919537,0.01619617,0.0005672,0.04973159,0.16632299,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.0,0.06268577,0.01067058,35,3,0.21508386,0.27776963,0.01632363,0.0005387,0.0373898,0.11786759,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p1,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.1,0.13921814,0.01495012,116,3,0.20240748,0.34162562,0.05395142,0.00011883,0.03096962,0.20806133,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p2,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.2,0.17118081,0.0147302,135,3,0.17145482,0.34263563,0.06168677,9.723e-05,0.03205364,0.21545853,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p3,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.3,0.25651496,0.01552596,191,4,0.10338715,0.3599021,0.06749505,8.069e-05,0.03011548,0.221785,7,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p4,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.4,0.420953,0.01386266,278,1,0.0,0.420953,0.06564121,8.898e-05,0.0266227,0.21977945,44,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p5,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.5,0.3512375,0.01371895,272,3,0.04994498,0.40118248,0.06377639,0.00011395,0.02563443,0.21705291,41,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p6,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.6,0.23815347,0.01302477,188,3,0.08561445,0.32376792,0.06573024,0.00014053,0.02606514,0.21141165,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p7,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.7,0.20588693,0.01256657,145,3,0.07987556,0.28576248,0.05809161,0.00015919,0.01837704,0.19182235,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p8,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.8,0.08834436,0.01141203,37,3,0.12419678,0.21254114,0.01722581,0.00016066,0.01864026,0.11652331,5,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0p9,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,0.9,0.0,0.01280847,1,1,0.0,0.0,0.01280847,0.01280847,0.0,0.0,1,0,too_few_points
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_1,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,1.0,,,0,0,,,,,,,0,0,no_prewetting
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p1,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.1,0.02721909,0.01230568,19,2,0.10192144,0.12914053,0.01645009,0.00963958,0.00374283,0.11765692,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p2,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.2,0.01214791,0.01417584,7,2,0.1090973,0.12124521,0.01649165,0.01090753,0.00297796,0.11640426,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p3,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.3,0.00402534,0.01561,5,2,0.11193508,0.11596042,0.0162983,0.01506617,0.00067078,0.11476366,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p4,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.4,0.00407167,0.01640173,6,2,0.11028605,0.11435772,0.01703519,0.01551118,0.00053978,0.11355231,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p5,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.5,0.00489685,0.01773179,7,2,0.1096079,0.11450475,0.0180473,0.01729566,0.00027456,0.11427556,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p6,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.6,0.0047018,0.01873139,6,2,0.10935453,0.11405633,0.01943648,0.01824405,8.022e-05,0.11403534,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p7,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.7,0.00414114,0.01976607,4,2,0.10861641,0.11275755,0.02086357,0.01905151,0.00029782,0.11260005,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p8,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.8,0.0,0.02029241,2,2,0.11083989,0.11083989,0.02051442,0.02007039,0.0,0.11083989,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m0p9,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-0.9,0.0,0.02158543,2,2,0.10871698,0.10871698,0.0218368,0.02133405,0.0,0.10871698,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_m1,2.8,2.8,2.8,-0.4,-0.42,0.0,0.0,-1.0,0.0,0.02315084,2,2,0.10620017,0.10620017,0.023428,0.02287368,0.0,0.10620017,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0p02__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,0.02,0.0,0.08297167,0.00815189,43,3,0.22321354,0.30618521,0.01618607,0.00018429,0.04567855,0.16285586,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0p04__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,0.04,0.0,0.10891225,0.00905513,61,4,0.22494163,0.33385388,0.05011057,7.473e-05,0.03950296,0.20356856,5,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0p06__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,0.06,0.0,0.13011946,0.00673595,79,3,0.1927807,0.32290016,0.03938673,4.829e-05,0.03489731,0.1941859,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0p08__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,0.08,0.0,0.18566513,0.00973863,129,4,0.14577075,0.33143588,0.04982627,0.00016421,0.02900907,0.2013335,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0p1__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,0.1,0.0,0.18906548,0.01023091,147,5,0.14445035,0.33351583,0.05447441,0.00014476,0.02864886,0.205531,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_m0p02__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,-0.02,0.0,0.03288052,0.01255622,24,2,0.09817304,0.13105356,0.01832555,0.00889186,0.00443739,0.11619277,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_m0p04__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,-0.04,0.0,0.03285718,0.01338546,22,2,0.09644444,0.12930162,0.02046797,0.0088667,0.00466386,0.11448126,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_m0p06__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,-0.06,0.0,0.03283812,0.01473294,24,2,0.09474749,0.12758561,0.02271031,0.00884062,0.00445328,0.11277669,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_m0p08__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,-0.08,0.0,0.03147256,0.01579785,24,2,0.09406531,0.12553787,0.02502028,0.00881357,0.0042918,0.11108691,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0__chibb22_m0p1__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.0,-0.1,0.0,0.03146068,0.0167286,24,2,0.09250352,0.1239642,0.02737287,0.00878548,0.00426112,0.10946018,2,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,0.0,0.0,0.09637825,0.00579158,58,3,0.18654318,0.28292143,0.01632404,2.125e-05,0.03984912,0.15836915,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_0p02__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,0.02,0.0,0.13428773,0.0121083,87,3,0.20400732,0.33829505,0.05387115,7.487e-05,0.0334815,0.20695375,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_0p04__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,0.04,0.0,0.14157327,0.01908512,98,3,0.21620373,0.357777,0.05490773,0.00037891,0.0322746,0.20799243,4,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_0p06__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,0.06,0.0,0.17529074,0.01645711,112,3,0.18722202,0.36251276,0.05407758,2.432e-05,0.0308808,0.2062349,7,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_0p08__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,0.08,0.0,0.1685882,0.01468654,129,3,0.17075632,0.33934453,0.05516289,9.182e-05,0.03005168,0.20721287,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_0p1__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,0.1,0.0,0.1852701,0.01283222,149,3,0.15278338,0.33805348,0.05628659,0.00014827,0.02912238,0.2069737,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_m0p02__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,-0.02,0.0,0.07690545,0.00585237,50,3,0.19585335,0.27275881,0.01832598,0.00010713,0.03769051,0.14882389,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_m0p04__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,-0.04,0.0,0.06471529,0.00872376,32,3,0.20022325,0.26493855,0.02046843,0.00029891,0.04332102,0.14634501,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_m0p06__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,-0.06,0.0,0.05412811,0.009421,35,4,0.20577455,0.25990267,0.02271078,0.00024435,0.04287822,0.14487207,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_m0p08__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,-0.08,0.0,0.05024824,0.01303317,31,3,0.20172258,0.25197082,0.02502076,0.00088061,0.0406936,0.10811499,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p02__chibb22_m0p1__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.02,-0.1,0.0,0.03563775,0.0149291,26,3,0.14702573,0.18266348,0.02737335,0.00641148,0.01273995,0.11113712,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p04__chibb22_0__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.04,0.0,0.0,0.12296031,0.00450944,77,3,0.16445785,0.28741816,0.01632443,5.494e-05,0.03567036,0.16234073,5,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p04__chibb22_0p02__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.04,0.02,0.0,0.14895918,0.01246562,110,3,0.18725502,0.3362142,0.05279688,5.912e-05,0.03111277,0.20604364,3,0,
chi12_2p8__chi13_2p8__chi23_2p8,chi12_2p8__chi13_2p8__chi23_2p8/om1_m0p4__om2_m0p42/chibb11_0p04__chibb22_0p04__chibb12_0,2.8,2.8,2.8,-0.4,-0.42,0.04,0.04,0.0,0.17462393,0.01556852,115,3,0.18820398,0.36282791,0.05407757,2.679e-05,0.03011408,0.20529694,7,0,
